legenda_post;coautores;num_comentarios;hashtags;comentarios_habilitados;num_likes;mencoes;nome_owner;timestamp;tipo;url;visualizacoes;duracao_video;localizacao;shortcode;post_timestamp;post_hour;post_weekday;post_period;hashtags_list;hashtags_list_norm;mentions_list;coauthors_list;has_hashtags;has_mentions;has_coauthors;has_location;hashtag_count;mention_count;coauthor_count;caption_word_count;caption_char_count;caption_emoji_count;caption_cta_count;has_cta;engagement_rate;comments_per_view;likes_per_view;interactions_total;retention_proxy;observed_comments;observed_replies;avg_reply_depth;max_reply_depth;isolated_comment_rate;qualified_comment_rate;question_comment_rate;avg_comment_delay_h;median_comment_delay_h;first_comment_delay_h;discussion_index;peak_comment_delay_h;sent_positivo_share;sent_neutro_share;sent_negativo_share;emotion_raiva_share;emotion_entusiasmo_share;emotion_duvida_share;emotion_neutra_share;unique_commenters;recurring_unique_commenters;community_index;recurring_comment_share;new_commenter_share;verified_commenter_rate;comments_rows_loaded;comments_coverage_ratio
"Tem que ser com jeitinho para tirar foto com a ilustre celebridade Sr. Silveira Podrão 📸🐕

@silveirapodrao @zeloufsm 

Ator: @luigifrare 

#ufsm #ufsmdaquiparaomundo #silveira #silveirapodrao #silveiraufsm";zeloufsm | silveirapodrao;432;ufsm | ufsmdaquiparaomundo | silveira | silveirapodrao | silveiraufsm;True;54448;silveirapodrao | zeloufsm | luigifrare;UFSM;2025-05-21 21:30:16+00:00;Video;https://www.instagram.com/p/DJ7jekBJKgG/;1498.0;21.3;UFSM - Universidade Federal de Santa Maria;DJ7jekBJKgG;2025-05-21 18:30:16-03:00;18;quarta;noite;['ufsm', 'ufsmdaquiparaomundo', 'silveira', 'silveirapodrao', 'silveiraufsm'];['#ufsm', '#ufsmdaquiparaomundo', '#silveira', '#silveirapodrao', '#silveiraufsm'];['silveirapodrao', 'zeloufsm', 'luigifrare'];['zeloufsm', 'silveirapodrao'];True;True;True;True;5;3;2;24;205;2;0;False;36.63551401869159;0.2883845126835781;36.34712950600801;54880;0.2883845126835781;6.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.16666666666666666;793.0306944444445;675.9709722222221;265.6588888888889;0.0;1434.0;0.16666666666666666;0.6666666666666666;0.16666666666666666;0.0;0.0;0.3333333333333333;0.6666666666666666;6.0;2.0;0.3333333333333333;0.3333333333333333;0.6666666666666666;0.0;6.0;0.013888888888888888
"📘 Já está disponível o Guia da Extensão da UFSM, um material elaborado para apoiar a comunidade acadêmica na compreensão e no desenvolvimento de ações extensionistas.

Com uma linguagem clara e conteúdo atualizado, o guia reúne informações essenciais sobre o que é extensão, suas diretrizes, formas de registro, possibilidades de fomento e orientações práticas para quem deseja atuar com responsabilidade e qualidade.

Se você é estudante, docente ou TAE, esse material pode ajudar a esclarecer dúvidas, orientar propostas e fortalecer a integração entre universidade e sociedade.

📎 Acesse o guia completo:
🔗 www.ufsm.br/pro-reitorias/pre/cafe/guiaextensao

#ExtensãoUFSM #GuiaDaExtensão #PRE50Anos #ExtensãoUniversitária #UniversidadePública #ConexoesQueTransformam";ufsm.br | dce.ufsm;8;ExtensãoUFSM | GuiaDaExtensão | PRE50Anos | ExtensãoUniversitária | UniversidadePública | ConexoesQueTransformam;True;390;;Pró-Reitoria de Extensão UFSM;2025-05-21 19:38:40+00:00;Sidecar;https://www.instagram.com/p/DJ7XmcexhRk/;;;;DJ7XmcexhRk;2025-05-21 16:38:40-03:00;16;quarta;tarde;['ExtensãoUFSM', 'GuiaDaExtensão', 'PRE50Anos', 'ExtensãoUniversitária', 'UniversidadePública', 'ConexoesQueTransformam'];['#extensãoufsm', '#guiadaextensão', '#pre50anos', '#extensãouniversitária', '#universidadepública', '#conexoesquetransformam'];[];['ufsm.br', 'dce.ufsm'];True;False;True;False;6;0;2;103;767;3;1;True;;;;398;;8.0;0.0;0.0;0.0;1.0;0.25;0.0;8.05263888888889;6.280694444444444;0.10833333333333334;0.0;0.0;0.125;0.875;0.0;0.0;0.125;0.0;0.875;8.0;0.0;0.0;0.0;1.0;0.0;8.0;1.0
"Congresso internacional sobre turismo rural movimentou a UFSM! 🤩

🌿🌐 ""Desafios e propostas para o turismo rural em tempos de incertezas"" foi o tema da 13ª edição do Congresso Internacional sobre Turismo Rural e Desenvolvimento Sustentável, sediado na UFSM. O evento contou com palestrantes de renome nacional e mundial, que puderam compartilhar experiências com alunos e pesquisadores.

▶️Confira a reportagem!

🎤 @pedropereira_02
🎥 @filippi.bruno";citurdes | ufsm.br;4;;True;-1;pedropereira_02 | filippi.bruno;TV Campus UFSM;2025-05-21 20:00:15+00:00;Video;https://www.instagram.com/p/DJ7ZoL4J2l-/;9.0;231.279;;DJ7ZoL4J2l-;2025-05-21 17:00:15-03:00;17;quarta;tarde;[];[];['pedropereira_02', 'filippi.bruno'];['citurdes', 'ufsm.br'];False;True;True;False;0;2;2;61;447;5;0;False;0.3333333333333333;0.4444444444444444;-0.1111111111111111;3;0.4444444444444444;4.0;0.0;0.0;0.0;1.0;0.25;0.0;70.33638888888889;40.234027777777776;27.418333333333333;0.0;173.0;0.25;0.75;0.0;0.0;0.25;0.0;0.75;4.0;0.0;0.0;0.0;1.0;0.0;4.0;1.0
"SOLIDARIEDADE | Embora aqui na UFCSPA não tenhamos o nosso próprio Silveirinha, apoiamos a causa desse importante pró-reitor de Assuntos Caninos da nossa colega UFSM (@ufsm.br). 

🐶 Aproveitamos a fama do nobre senhor para divulgar não apenas a entidade que cuida dele, a @zeloufsm, mas as instituições que tratam e protegem doguinhos e gatinhos perdidos nos campus das instituições federais de ensino superior (ifes) de todo o Brasil. 

🐶 Confira a lista e apoie a causa! 

RS
@zeloufsm - UFSM
@caramelosdovale - UFRGS
@bicharada.furg - FURG

Região Sul
@patinhascomunitarias - UFFS
@ufpr.adote - UFPR
@mvcufpr - UFPR

Região Sudeste
@ongaopa - UFOP
@projetoamaufrrj - UFRRJ
@ufscaosorocaba - UFSCar
@soscaescedaf_ufvflorestal_caf - UFV
@amigosdosanimais.ufmg - UFMG

Região Centro-Oeste
@animaisufmtaraguaia - UFMT

Região Nordeste
@animaiscomunitariosufpb - UFPB
@gatinhosdaufrn - UFRN
@animaisecomunidade.ufrn - UFRN
@protetorasufma - UFMA
@animaisuniversitarios - UFC
@uniaofelina - UFC

Região Norte
@marabichos - Unifesspa
@cetrasufra - UFRA
@medvetcoletivoufra - UFRA
@projetopeludinhosufpa - UFPA
@yawaraoficial - UFRR
@sosanimaisufam - UFAM

🐶 Ah, se conhecer alguma outra que não esteja na lista, deixe o nome nos comentários 

#silveirapodrão #afederaldasaúde";extensaoufsm | silveirapodrao | ufsm.br;265;silveirapodrão | afederaldasaúde;True;11570;ufsm.br. | zeloufsm, | zeloufsm | caramelosdovale | bicharada.furg | patinhascomunitarias | ufpr.adote | mvcufpr | ongaopa | projetoamaufrrj | ufscaosorocaba | soscaescedaf_ufvflorestal_caf | amigosdosanimais.ufmg | animaisufmtaraguaia | animaiscomunitariosufpb | gatinhosdaufrn | animaisecomunidade.ufrn | protetorasufma | animaisuniversitarios | uniaofelina | marabichos | cetrasufra | medvetcoletivoufra | projetopeludinhosufpa | yawaraoficial | sosanimaisufam;UFCSPA;2025-05-22 18:27:04+00:00;Sidecar;https://www.instagram.com/p/DJ90M-cvd_9/;;;;DJ90M-cvd_9;2025-05-22 15:27:04-03:00;15;quinta;tarde;['silveirapodrão', 'afederaldasaúde'];['#silveirapodrão', '#afederaldasaúde'];['ufsm.br.', 'zeloufsm,', 'zeloufsm', 'caramelosdovale', 'bicharada.furg', 'patinhascomunitarias', 'ufpr.adote', 'mvcufpr', 'ongaopa', 'projetoamaufrrj', 'ufscaosorocaba', 'soscaescedaf_ufvflorestal_caf', 'amigosdosanimais.ufmg', 'animaisufmtaraguaia', 'animaiscomunitariosufpb', 'gatinhosdaufrn', 'animaisecomunidade.ufrn', 'protetorasufma', 'animaisuniversitarios', 'uniaofelina', 'marabichos', 'cetrasufra', 'medvetcoletivoufra', 'projetopeludinhosufpa', 'yawaraoficial', 'sosanimaisufam'];['extensaoufsm', 'silveirapodrao', 'ufsm.br'];True;True;True;False;2;26;3;156;1271;3;0;False;;;;11835;;8.0;0.0;0.0;0.0;1.0;0.5;0.0;117.70965277777778;83.10388888888889;49.43861111111111;0.0;236.0;0.25;0.75;0.0;0.0;0.25;0.0;0.75;8.0;0.0;0.0;0.0;1.0;0.0;8.0;0.03018867924528302
"🎉 Viva o Campus – Lançamento 50 anos de Extensão 🎉
 ⠀
 📅 Domingo, 25/05
 ⏰ Das 15h às 18h
 📍 Largo do Planetário – UFSM
 ⠀
 Venha descobrir tudo o que vai rolar nessa grande celebração! 💫
 ⠀
 🎶 DJ Gabbe animando o Largo!
 📚 Stands interativos com projetos de extensão, oficinas e práticas incríveis!
 🐇 CoelhoTerapia
 📸  Espaço Instagramável e mural “Conexões que Transformam” 🎨
 👧🧒 E para os pequenos: Passaporte Extensionista, com certificado no final da jornada!
 ⠀
 Uma tarde para viver a Extensão e celebrar as conexões que transformam a UFSM e a comunidade! 💜🧡💙
 
 #ufsm";ufsm.br | extensaoufsm;35;ufsm;True;1184;;Gestão de Eventos - Relações Públicas - UFSM;2025-05-22 14:53:50+00:00;Video;https://www.instagram.com/p/DJ9bfPfRMcs/;32.0;85.266;;DJ9bfPfRMcs;2025-05-22 11:53:50-03:00;11;quinta;manha;['ufsm'];['#ufsm'];[];['ufsm.br', 'extensaoufsm'];True;False;True;False;1;0;2;82;576;15;0;False;38.09375;1.09375;37.0;1219;1.09375;6.0;0.0;0.0;0.0;1.0;0.16666666666666666;0.16666666666666666;31.87472222222222;26.32027777777778;19.389166666666668;0.0;49.0;0.0;1.0;0.0;0.0;0.0;0.16666666666666666;0.8333333333333334;6.0;0.0;0.0;0.0;1.0;0.0;6.0;0.17142857142857143
"🥰 Mandem meus presentinho para:
Av Roraima 1000, prédio 70, colégio Politécnico 
Campus da UFSM, bairro Camobi
Cep: 97105-900
A/C prof Fabiana Stecca";silveirapodrao | ufsm.br;163;;True;5305;;Zelo UFSM;2025-05-22 12:44:48+00:00;Image;https://www.instagram.com/p/DJ9NCJqOH35/;;;;DJ9NCJqOH35;2025-05-22 09:44:48-03:00;9;quinta;manha;[];[];[];['silveirapodrao', 'ufsm.br'];False;False;True;False;0;0;2;24;149;1;0;False;;;;5468;;9.0;0.0;0.0;0.0;1.0;0.0;0.0;110.2775925925926;75.9263888888889;56.56944444444444;0.0;56.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6.0;2.0;0.3333333333333333;0.2222222222222222;0.7777777777777778;0.0;9.0;0.05521472392638037
“Se perder? Aqui não! 🧭📍Aprenda o caminho até o Centro de Convenções da UFSM.” 😉🗺️;ufsm.br | centrodeconvencoes.ufsm;0;;True;129;;Orquestra Sinfônica de Santa Maria;2025-05-22 13:34:13+00:00;Video;https://www.instagram.com/p/DJ9ROIsNQhe/;87.0;40.466;;DJ9ROIsNQhe;2025-05-22 10:34:13-03:00;10;quinta;manha;[];[];[];['ufsm.br', 'centrodeconvencoes.ufsm'];False;False;True;False;0;0;2;14;82;4;0;False;1.4827586206896552;0.0;1.4827586206896552;129;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
"Estamos de volta com visual novo! ✨

Confira os eventos que vão agitar a cidade neste fim de semana! De #festas a #espetáculos, vai ter evento pra todos os gostos. 🤩💙 Vem ver a #AgendaCultural que preparamos especialmente para você! 🎉😍

👆 Arraste pro lado e veja o que acontece em #SantaMaria entre os dias 23/05 e 25/05.

🤝 A Agenda Cultural é uma curadoria de eventos artísticos diversos, realizada em parceria entre as @radiosufsm, o programa @fazendoarteufsm e a Unidade de Comunicação Integrada (Unicom).

📲 Não esqueça de compartilhar com aquela amizade que adora curtir um bom evento!

 #cultura #eventos #santamariars #souUFSM #UFSM";fazendoarteufsm | radiosufsm;4;festas | espetáculos, | AgendaCultural | SantaMaria | cultura | eventos | santamariars | souUFSM | UFSM;True;-1;radiosufsm, | fazendoarteufsm;UFSM;2025-05-23 15:55:38+00:00;Sidecar;https://www.instagram.com/p/DKAHqt4x3uU/;;;;DKAHqt4x3uU;2025-05-23 12:55:38-03:00;12;sexta;tarde;['festas', 'espetáculos,', 'AgendaCultural', 'SantaMaria', 'cultura', 'eventos', 'santamariars', 'souUFSM', 'UFSM'];['#festas', '#espetáculos,', '#agendacultural', '#santamaria', '#cultura', '#eventos', '#santamariars', '#souufsm', '#ufsm'];['radiosufsm,', 'fazendoarteufsm'];['fazendoarteufsm', 'radiosufsm'];True;True;True;False;9;2;2;100;640;8;0;False;;;;3;;4.0;0.0;0.0;0.0;1.0;0.75;0.25;28.536041666666666;4.92;0.0975;0.0;104.0;0.25;0.75;0.0;0.0;0.0;0.0;1.0;4.0;1.0;0.25;0.25;1.0;0.0;4.0;1.0
"Você conhece os aumigos do Silveira? 🐶 🐾

Neste vídeo, te mostramos alguns dos e gatos que fazem companhia ao Pró-Reitor de Assuntos Caninos no campus da UFSM. Todos são cuidados pelo projeto @zeloufsm e podem ser adotados. 

Qual faltou mostrar no vídeo? Conta pra gente! 🐈";ufsm.br | zeloufsm | silveirapodrao;457;;True;25030;zeloufsm;TV Campus UFSM;2025-05-23 20:28:39+00:00;Video;https://www.instagram.com/p/DKAkG0EpeK7/;711.0;132.601;;DKAkG0EpeK7;2025-05-23 17:28:39-03:00;17;sexta;tarde;[];[];['zeloufsm'];['ufsm.br', 'zeloufsm', 'silveirapodrao'];False;True;True;False;0;1;3;45;274;3;0;False;35.84669479606188;0.6427566807313643;35.20393811533052;25487;0.6427566807313643;9.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;346.74574074074076;319.6663888888889;165.31916666666666;0.0;908.0;0.4444444444444444;0.5555555555555556;0.0;0.0;0.2222222222222222;0.0;0.7777777777777778;9.0;1.0;0.1111111111111111;0.1111111111111111;0.8888888888888888;0.0;9.0;0.019693654266958426
"Na última sexta-feira (23), a UFSM celebrou o Dia da África com uma programação especial repleta de conhecimento e resistência!

O evento reuniu vozes potentes para refletir sobre a importância dos povos africanos e suas diásporas na construção de uma universidade mais diversa e inclusiva.

🎥 Confira como foi esse dia de celebração e aprendizado!

#diadaafrica #UFSM #ODHUFSM #direitoshumanos #diversidadecultural #conscienciaafricana";extensaoufsm | radiosufsm | neabi.ufsm | ufsm.br;13;diadaafrica | UFSM | ODHUFSM | direitoshumanos | diversidadecultural | conscienciaafricana;True;250;;Observatório de Direitos Humanos ODH - UFSM;2025-05-26 15:56:31+00:00;Video;https://www.instagram.com/p/DKH12WeAaO7/;14.0;277.2;;DKH12WeAaO7;2025-05-26 12:56:31-03:00;12;segunda;tarde;['diadaafrica', 'UFSM', 'ODHUFSM', 'direitoshumanos', 'diversidadecultural', 'conscienciaafricana'];['#diadaafrica', '#ufsm', '#odhufsm', '#direitoshumanos', '#diversidadecultural', '#conscienciaafricana'];[];['extensaoufsm', 'radiosufsm', 'neabi.ufsm', 'ufsm.br'];True;False;True;False;6;0;4;61;436;1;0;False;18.785714285714285;0.9285714285714286;17.857142857142858;263;0.9285714285714286;9.0;1.0;0.1111111111111111;1.0;0.8888888888888888;0.1111111111111111;0.0;11.0775;3.5680555555555555;0.9869444444444444;0.1111111111111111;23.0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.3333333333333333;0.0;0.6666666666666666;9.0;0.0;0.0;0.0;1.0;0.0;9.0;0.6923076923076923
"📚DESCOMPLICA RU - Episódio 8

📖 Quer conhecer um pouco mais sobre o cardápio do RU? Sem problema!

💡Vem entender tudo que precisa saber sobre RU aqui. No vídeo de hoje você acompanha sobre o funcionamento do cardápio do RU.

➡️ Esse vídeo foi produzido pelo Núcleo Criativo da @tvcampusufsm 📹 e a apresentação é da @maripcamargo 🎤

#ufsm #ruufsm #restauranteuniversitário #souufsm";tvcampusufsm | ufsm.br | praeufsm;6;ufsm | ruufsm | restauranteuniversitário | souufsm;True;424;tvcampusufsm | maripcamargo;Restaurante Universitário UFSM;2025-05-26 14:13:50+00:00;Video;https://www.instagram.com/p/DKHqNAsiCOw/;186.0;66.8;;DKHqNAsiCOw;2025-05-26 11:13:50-03:00;11;segunda;manha;['ufsm', 'ruufsm', 'restauranteuniversitário', 'souufsm'];['#ufsm', '#ruufsm', '#restauranteuniversitário', '#souufsm'];['tvcampusufsm', 'maripcamargo'];['tvcampusufsm', 'ufsm.br', 'praeufsm'];True;True;True;False;4;2;3;57;380;6;0;False;2.3118279569892475;0.03225806451612903;2.2795698924731185;430;0.03225806451612903;6.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.16666666666666666;33.42300925925926;28.58013888888889;1.2530555555555556;0.0;103.0;0.16666666666666666;0.8333333333333334;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;1.0;0.0;6.0;1.0
"📢 EDITAL ABERTO – TESTE TOEFL ITP UFSM! 🌍✍️
Você é doutorando(a) da UFSM e precisa de proficiência em inglês para mobilidade internacional? Esta é a sua chance! 💥

🎯 O que é?
Seleção para 23 vagas gratuitas para o TOEFL ITP (modalidade remota) + acesso ao preparatório online MASTERPREP.

📆 Cronograma
📝 Inscrições: 15 a 30 de maio (até 16h)
📋 Resultado final: até 09 de junho
💻 Provas: 28 a 30 de junho
📢 Resultado: a partir de 15 de julho

✅ Requisitos
🔹 Ser doutorando(a) regular na UFSM
🔹 Precisar do TOEFL para mobilidade internacional em 2025 ou 2026
🔹 Enviar declaração assinada por você e seu orientador

📨 Inscreva-se pelo link:
👉 https://forms.gle/ssRWCSBum1TRrCYA7

📩 Dúvidas? Escreva para: provas.toefl@ufsm.br

⚠️ Quem já fez o TOEFL pela UFSM antes não pode participar.
🌐 Compartilhe com colegas que estão indo pro exterior! ✈️🌎

#UFSM #TOEFL #Internacionalização #EditalAberto #DoutoradoUFSM #OportunidadeUFSM #MobilidadeAcadêmica #InglêsAcadêmico";ufsm.br;0;UFSM | TOEFL | Internacionalização | EditalAberto | DoutoradoUFSM | OportunidadeUFSM | MobilidadeAcadêmica | InglêsAcadêmico;True;126;ufsm.br;Pró-reitoria de Pós-graduação e Pesquisa;2025-05-26 14:54:28+00:00;Image;https://www.instagram.com/p/DKHvDV_NcFc/;;;;DKHvDV_NcFc;2025-05-26 11:54:28-03:00;11;segunda;manha;['UFSM', 'TOEFL', 'Internacionalização', 'EditalAberto', 'DoutoradoUFSM', 'OportunidadeUFSM', 'MobilidadeAcadêmica', 'InglêsAcadêmico'];['#ufsm', '#toefl', '#internacionalização', '#editalaberto', '#doutoradoufsm', '#oportunidadeufsm', '#mobilidadeacadêmica', '#inglêsacadêmico'];['ufsm.br'];['ufsm.br'];True;True;True;False;8;1;1;140;962;21;2;True;;;;126;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
"Santa Maria recebe Festival Internacional de Cinema de Arquivo 🤩

A Cidade de Santa Maria sediou uma das amostras presenciais da 10° edição do festival Arquivo em Cartaz. O evento celebra as memórias de arquivos audiovisuais e sonoros. A programação contou também com uma homenagem do Arquivo Geral da UFSM para todos que trabalharam na recuperação dos arquivos atingidos pelas enchentes de 2024.

🎬 Confira!

🎤: @‌oferreirafe
🎥: @‌matheusvlanza 

#ufsm #souufsm #cinema";dag_ufsm | ufsm.br;1;ufsm | souufsm | cinema;True;-1;‌oferreirafe | ‌matheusvlanza;TV Campus UFSM;2025-05-26 20:13:43+00:00;Video;https://www.instagram.com/p/DKIPG0Hp-MT/;14.0;216.873;;DKIPG0Hp-MT;2025-05-26 17:13:43-03:00;17;segunda;tarde;['ufsm', 'souufsm', 'cinema'];['#ufsm', '#souufsm', '#cinema'];['\u200coferreirafe', '\u200cmatheusvlanza'];['dag_ufsm', 'ufsm.br'];True;True;True;False;3;2;2;68;470;4;0;False;0.0;0.07142857142857142;-0.07142857142857142;0;0.07142857142857142;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.3369444444444443;2.3369444444444443;2.3369444444444443;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
"🥳 MAIS UMA CHANCE PARA INGRESSAR NA UFSM!!

🤓 Estão abertas, até o dia 07 de julho, as inscrições para o Processo Seletivo Vagas Complementares UFSM 2º/2025, com objetivo de preenchimento das vagas não ocupadas no SiSU e no Vestibular UFSM 2025.

🔎 Estão aptas/os a participar do Processo Seletivo os/as candidatos/as que realizaram algum Exame Nacional do Ensino Médio (ENEM) completo, com presença em todas as provas, em 2024, 2023, 2022, 2021 e/ou 2020.

🧑‍💻 A inscrição é gratuita e deve ser realizada somente via internet, no link de inscrição disponível na Página do Processo Seletivo Vagas Complementares UFSM 2º/2025 (https://www.ufsm.br/pro-reitorias/prograd/ingresse-na-ufsm/ps-vagas-complementares), no período de 27 de maio a 07 de julho de 2025, até às 23h59min.

📲 Mais informações e consulta ao quadro de vagas, acesse o Edital N. 045/2025 em ufsm.br/prograd ou no link: https://www.ufsm.br/pro-reitorias/prograd/editais/045-2025";ufsm.br | jtybusch;51;;True;1126;;Pró-Reitoria de Graduação UFSM;2025-05-27 19:45:18+00:00;Image;https://www.instagram.com/p/DKK1ISuO5qS/;;;Prograd UFSM;DKK1ISuO5qS;2025-05-27 16:45:18-03:00;16;terca;tarde;[];[];[];['ufsm.br', 'jtybusch'];False;False;True;True;0;0;2;162;944;6;1;True;;;;1177;;5.0;2.0;0.4;1.0;0.6;0.4;0.4;613.2289444444444;410.45194444444445;267.6688888888889;0.4;410.0;0.0;1.0;0.0;0.0;0.0;0.4;0.6;5.0;0.0;0.0;0.0;1.0;0.0;5.0;0.09803921568627451
"📢 A Comissão Especial responsável pela organização da Pesquisa de Opinião para escolha da nova gestão da Reitoria da UFSM (mandato 2026–2029) aprovou, no dia 27 de maio, as datas e as normas dos debates entre as chapas homologadas.

🔗Confira os detalhes na matéria publicada no site da UFSM, link na bio.";ufsmpm | radiosufsm | ufsmfw | ufsmcachoeiradosul;2;;True;174;;UFSM;2025-05-29 14:28:20+00:00;Sidecar;https://www.instagram.com/p/DKPaci-t7V9/;;;UFSM - Universidade Federal de Santa Maria;DKPaci-t7V9;2025-05-29 11:28:20-03:00;11;quinta;manha;[];[];[];['ufsmpm', 'radiosufsm', 'ufsmfw', 'ufsmcachoeiradosul'];False;False;True;True;0;0;4;52;304;2;0;False;;;;176;;2.0;0.0;0.0;0.0;1.0;1.0;0.0;25.271527777777777;25.271527777777777;1.1772222222222222;0.0;49.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.5;0.5;0.5;0.0;2.0;1.0
"O Silveira já virou celebridade: circula pelo campus, conquista corações e viraliza nas redes sociais com seu jeito livre e faceiro! 😄 Agora, além de ser ícone, ele também virou música!

🎶 O cantor Marcelo Schmidt e o compositor Raul Maxwell entraram na onda e lançaram uma faixa animada em homenagem ao cão mais querido da UFSM.

A iniciativa também é um convite à solidariedade: o @zeloufsm, que acompanha e cuida do Silveira, segue precisando de apoio.

Porque sim: o Silveira faz arte pelo campus — e quem faz arte faz bem! 💛

🎥 Tv Campus e reprodução via internet 
🎤 @marceloschmidt_oficial 
✂️ @isa.bortolotto 

#ufsm #fazendoarte #silveira #zeloufsm #rádiosufsm";ufsm.br | zeloufsm | silveirapodrao | radiosufsm;246;ufsm | fazendoarte | silveira | zeloufsm | rádiosufsm;True;11723;zeloufsm, | marceloschmidt_oficial | isa.bortolotto;Programa Fazendo Arte - UniFM;2025-05-29 15:00:00+00:00;Video;https://www.instagram.com/p/DKPeLWNtI9U/;861.0;92.717;;DKPeLWNtI9U;2025-05-29 12:00:00-03:00;12;quinta;tarde;['ufsm', 'fazendoarte', 'silveira', 'zeloufsm', 'rádiosufsm'];['#ufsm', '#fazendoarte', '#silveira', '#zeloufsm', '#rádiosufsm'];['zeloufsm,', 'marceloschmidt_oficial', 'isa.bortolotto'];['ufsm.br', 'zeloufsm', 'silveirapodrao', 'radiosufsm'];True;True;True;False;5;3;4;103;668;6;0;False;13.901277584204413;0.2857142857142857;13.615563298490128;11969;0.2857142857142857;10.0;0.0;0.0;0.0;1.0;0.2;0.1;285.0275555555555;206.27166666666665;176.34055555555557;0.0;176.0;0.3;0.7;0.0;0.0;0.4;0.1;0.5;9.0;1.0;0.1111111111111111;0.1;0.9;0.0;10.0;0.04065040650406504
"O 38º Carijo da Canção Gaúcha movimentou Palmeira das Missões com poesia, música nativista, arte e encontros marcantes.

A UFSM marcou presença com projetos voltados ao 
desenvolvimento regional, à saúde e ao turismo rural, mostrando que valorizar a cultura também é construir futuro. 🤠✨

🎤: @samarawobeto 
🎥: @gil.peters.16";ufsmpm | ufsm.br;7;;True;-1;samarawobeto | gil.peters.16;TV Campus UFSM;2025-05-29 21:17:40+00:00;Video;https://www.instagram.com/p/DKQG98CJb9r/;14.0;147.213;Palmeira Das Missões, Rio Grande Do Sul, Brazil;DKQG98CJb9r;2025-05-29 18:17:40-03:00;18;quinta;noite;[];[];['samarawobeto', 'gil.peters.16'];['ufsmpm', 'ufsm.br'];False;True;True;True;0;2;2;47;324;4;0;False;0.42857142857142855;0.5;-0.07142857142857142;6;0.5;7.0;0.0;0.0;0.0;1.0;0.14285714285714285;0.14285714285714285;16.326349206349207;20.363333333333333;5.493888888888889;0.0;20.0;0.0;1.0;0.0;0.0;0.0;0.14285714285714285;0.8571428571428571;3.0;0.0;0.0;0.0;1.0;0.0;7.0;1.0
