texto_comentario;owner_username;timestamp;replies;likescount;shortcode;owner_username_norm;comment_timestamp;word_count;is_qualified;is_question;sentiment_label;sentiment_score;emotion_label;replies_list;replies_total;reply_depth_max;post_timestamp;delay_hours;delay_hour_bucket;is_verified
👏👏;gabiamendess;2025-05-20 23:14:10+00:00;[];0;DJ48NUpJ544;gabiamendess;2025-05-20 20:14:10-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 20:00:00-03:00;0.2361111111111111;0;False
👏👏🐝🐝;mocellinjessica;2025-05-20 23:12:58+00:00;[];0;DJ48NUpJ544;mocellinjessica;2025-05-20 20:12:58-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 20:00:00-03:00;0.21611111111111111;0;False
👏👏👏👏;pedropmoro;2025-05-20 23:00:46+00:00;[];0;DJ48NUpJ544;pedropmoro;2025-05-20 20:00:46-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 20:00:00-03:00;0.012777777777777779;0;False
@robertakt entra em contato com a Apismar de Santa Maria que eles podem te ajudar 😉;m_silvia_de_oliveira;2025-05-21 14:06:24+00:00;[];0;DJ48NUpJ544;m_silvia_de_oliveira;2025-05-21 11:06:24-03:00;15;True;False;neutro;0;neutra;[];0;0;2025-05-20 20:00:00-03:00;15.106666666666667;15;False
@m_silvia_de_oliveira ta bem! Obrigada!!;robertakt;2025-05-21 14:12:37+00:00;[];1;DJ48NUpJ544;robertakt;2025-05-21 11:12:37-03:00;4;False;False;neutro;0;neutra;[];0;0;2025-05-20 20:00:00-03:00;15.210277777777778;15;False
Silveira está com um nível tão alto de sobrepeso que, desse jeito, não vai durar muito... estão entupindo ele de comida, sem controle nenhum, e assim acabando com o restinho de disposição e saúde que lhe resta😔;mafeliciasouza;2025-07-07 13:22:41+00:00;[];0;DJ4ofY6Jf56;mafeliciasouza;2025-07-07 10:22:41-03:00;37;True;False;neutro;0;neutra;[];0;0;2025-05-20 15:08:31-03:00;1147.236111111111;1147;False
Nossa, ele tá fazendo odontologia então?;ratonolixo;2025-06-12 14:48:45+00:00;[];0;DJ4ofY6Jf56;ratonolixo;2025-06-12 11:48:45-03:00;6;False;True;neutro;0;duvida;[];0;0;2025-05-20 15:08:31-03:00;548.6705555555556;548;False
👏👏👏👏👏lindo;anapaulalopes2022;2025-06-04 01:21:17+00:00;[];0;DJ4ofY6Jf56;anapaulalopes2022;2025-06-03 22:21:17-03:00;1;False;False;positivo;1;entusiasmo;[];0;0;2025-05-20 15:08:31-03:00;343.2127777777778;343;False
❤️❤️❤️;julianacorreatl;2025-05-30 17:53:59+00:00;[];0;DJ4ofY6Jf56;julianacorreatl;2025-05-30 14:53:59-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 15:08:31-03:00;239.7577777777778;239;False
@mantel_d3 @felipebogornivieira;luisa_mantelle;2025-05-30 14:26:29+00:00;[];0;DJ4ofY6Jf56;luisa_mantelle;2025-05-30 11:26:29-03:00;2;False;False;neutro;0;neutra;[];0;0;2025-05-20 15:08:31-03:00;236.29944444444445;236;False
Esse poderia e deveria ser um grande exemplo para a @ufoboficial . Quando estudante ouvi muita coisa que não deveria por alimentar os gatos e cachorros. O mesmo com alguns colegas. Por sorte alguns professores nos apoiaram. a questão dos animais corriqueiramente abandonados próximo ao Campi Prainha poderia ser abordada de forma muito mais incisiva, inclusiva e pública do que é hoje, mesmo que desde o meu tempo de universidade tenha havido avanços.;lipaojs;2025-05-30 10:47:50+00:00;[];0;DJ4ofY6Jf56;lipaojs;2025-05-30 07:47:50-03:00;72;True;True;neutro;0;duvida;[];0;0;2025-05-20 15:08:31-03:00;232.65527777777777;232;False
A foto dele novinho 😭😭😭;kamilakroliveira;2025-05-29 23:50:27+00:00;[];0;DJ4ofY6Jf56;kamilakroliveira;2025-05-29 20:50:27-03:00;4;False;False;neutro;0;neutra;[];0;0;2025-05-20 15:08:31-03:00;221.6988888888889;221;False
Eu amo esse doguinhooo ❤️❤️;rafalbell;2025-05-27 11:04:31+00:00;[];0;DJ4ofY6Jf56;rafalbell;2025-05-27 08:04:31-03:00;4;False;False;neutro;0;neutra;[];0;0;2025-05-20 15:08:31-03:00;160.93333333333334;160;False
❤️❤️❤️;albummbel;2025-05-26 21:25:31+00:00;[];0;DJ4ofY6Jf56;albummbel;2025-05-26 18:25:31-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 15:08:31-03:00;147.28333333333333;147;False
O Silveira atropelando o regime. 😂😂😂😂😂❤️❤️❤️❤️❤️;fulvia_macnogsabino;2025-05-29 10:13:08+00:00;[];0;DJ4xlSdy-3m;fulvia_macnogsabino;2025-05-29 07:13:08-03:00;5;False;False;neutro;0;neutra;[];0;0;2025-05-20 16:27:58-03:00;206.75277777777777;206;False
😂;alesssndro.blues;2025-05-26 12:51:25+00:00;[];1;DJ4xlSdy-3m;alesssndro.blues;2025-05-26 09:51:25-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 16:27:58-03:00;137.39083333333335;137;False
😂😍❤️;vera.b.franco.7;2025-05-25 15:15:03+00:00;[];1;DJ4xlSdy-3m;vera.b.franco.7;2025-05-25 12:15:03-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 16:27:58-03:00;115.78472222222223;115;False
😻😻😻🫶🏼🫶🏼🫶🏼🫶🏼;margarita_nildanilda;2025-05-24 11:43:53+00:00;[];1;DJ4xlSdy-3m;margarita_nildanilda;2025-05-24 08:43:53-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 16:27:58-03:00;88.26527777777778;88;False
Muito lindinho 😍;prado.zaida;2025-05-23 15:15:13+00:00;[];1;DJ4xlSdy-3m;prado.zaida;2025-05-23 12:15:13-03:00;2;False;False;neutro;0;neutra;[];0;0;2025-05-20 16:27:58-03:00;67.7875;67;False
Isso não é de hoje meu caro aumigo.... Desde a minha época..... Meados de 2013 😮😮;stefanellomarianna;2025-05-22 14:18:17+00:00;[];1;DJ4xlSdy-3m;stefanellomarianna;2025-05-22 11:18:17-03:00;15;True;False;neutro;0;neutra;[];0;0;2025-05-20 16:27:58-03:00;42.83861111111111;42;False
Essa foto do Silveira com a banana é o cúmulo da fofura;bina.bina._;2025-05-22 12:45:13+00:00;[];4;DJ4xlSdy-3m;bina.bina._;2025-05-22 09:45:13-03:00;12;True;False;neutro;0;neutra;[];0;0;2025-05-20 16:27:58-03:00;41.2875;41;False
Magrinho Silveira, kk😍😂;aires.adriana;2025-05-21 21:19:01+00:00;[];1;DJ4xlSdy-3m;aires.adriana;2025-05-21 18:19:01-03:00;3;False;False;neutro;0;neutra;[];0;0;2025-05-20 16:27:58-03:00;25.850833333333334;25;False
Sil ❤️;djarts_8;2025-06-26 23:27:38+00:00;[];0;DJ5AkVwJLXy;djarts_8;2025-06-26 20:27:38-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-20 18:41:24-03:00;889.7705555555556;889;False
😍😍😍😍;alexandrecarvalhorodrigues1975;2025-05-26 18:11:16+00:00;[];0;DJ5AkVwJLXy;alexandrecarvalhorodrigues1975;2025-05-26 15:11:16-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 18:41:24-03:00;140.49777777777777;140;False
Que São Francisco projeta a esse Fofucho e também a todos os bichinhos que vivem em situações de rua! 👏🏽🙌🏾;zorrobarcelos;2025-05-26 02:24:12+00:00;[];0;DJ5AkVwJLXy;zorrobarcelos;2025-05-25 23:24:12-03:00;19;True;False;neutro;0;neutra;[];0;0;2025-05-20 18:41:24-03:00;124.71333333333334;124;False
Que atitude linda ! Zelar por nossos irmãos menores agradam a Deus ! E eles são tão amáveis e fies . Nossos melhores amigos de verdade ! Sigo a todos e o Silveira merece ! Não só ele mas a todos animais ! Principalmente os abandonados de ruas ! Amo esses seres ! Deus abençoe a todos que os respeitam . Maravilhoso exemplo ! 😘❤️🙏🌹🌹🌹;rosa_carvalho1rosa_carvalho;2025-05-25 00:11:20+00:00;[];0;DJ5AkVwJLXy;rosa_carvalho1rosa_carvalho;2025-05-24 21:11:20-03:00;54;True;False;positivo;1;entusiasmo;[];0;0;2025-05-20 18:41:24-03:00;98.49888888888889;98;False
😍❤️;gislaine7166;2025-05-24 22:33:51+00:00;[];0;DJ5AkVwJLXy;gislaine7166;2025-05-24 19:33:51-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 18:41:24-03:00;96.87416666666667;96;False
Amo cachorro que o corpo engorda e a cabeça fica pequena..kkkkmuito fofo;luizasomenteluiza;2025-05-24 19:18:41+00:00;[];0;DJ5AkVwJLXy;luizasomenteluiza;2025-05-24 16:18:41-03:00;13;True;False;neutro;0;neutra;[];0;0;2025-05-20 18:41:24-03:00;93.62138888888889;93;False
Mais uma seguidora🙋🏼‍♀️;clicia__batista;2025-05-24 16:32:07+00:00;[];0;DJ5AkVwJLXy;clicia__batista;2025-05-24 13:32:07-03:00;3;False;False;neutro;0;neutra;[];0;0;2025-05-20 18:41:24-03:00;90.84527777777778;90;False
Lindo demais!;mariaisoel;2025-05-24 13:41:55+00:00;[];0;DJ5AkVwJLXy;mariaisoel;2025-05-24 10:41:55-03:00;2;False;False;positivo;1;entusiasmo;[];0;0;2025-05-20 18:41:24-03:00;88.00861111111111;88;False
Carisma surreal😍;fran_azevedo2009;2025-05-24 12:25:12+00:00;[];0;DJ5AkVwJLXy;fran_azevedo2009;2025-05-24 09:25:12-03:00;2;False;False;neutro;0;neutra;[];0;0;2025-05-20 18:41:24-03:00;86.73;86;False
@pedro.henriqueteixeira boa;djarts_8;2025-06-26 23:27:05+00:00;[];1;DJ5AkVwJLXy;djarts_8;2025-06-26 20:27:05-03:00;3;False;False;positivo;1;neutra;[];0;0;2025-05-20 18:41:24-03:00;889.7613888888889;889;False
Amado;mariadagraca.cruz;2025-07-17 15:40:05+00:00;[];0;DJ5J9TCJBVJ;mariadagraca.cruz;2025-07-17 12:40:05-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-20 17:22:15-03:00;1387.2972222222222;1387;False
Muito trabalho pra o Pró-reitor!;poliperros;2025-07-16 20:39:39+00:00;[];3;DJ5J9TCJBVJ;poliperros;2025-07-16 17:39:39-03:00;6;False;False;neutro;0;neutra;[];0;0;2025-05-20 17:22:15-03:00;1368.29;1368;True
🥹 los @poliperros versión Brasileña 👏🏻👏🏻👏🏻;rosescobarvalen;2025-07-16 20:38:20+00:00;[];1;DJ5J9TCJBVJ;rosescobarvalen;2025-07-16 17:38:20-03:00;4;False;False;neutro;0;neutra;[];0;0;2025-05-20 17:22:15-03:00;1368.2680555555555;1368;False
Ele tava dodoi,melhorou?;silmanfre25;2025-06-25 12:25:15+00:00;[];0;DJ5J9TCJBVJ;silmanfre25;2025-06-25 09:25:15-03:00;4;False;True;neutro;0;duvida;[];0;0;2025-05-20 17:22:15-03:00;856.05;856;False
Gente, é só o primo assumindo seu lugar de direito na história da UFSM.;bibianasilveira.art;2025-06-13 18:41:19+00:00;[];0;DJ5J9TCJBVJ;bibianasilveira.art;2025-06-13 15:41:19-03:00;14;True;False;neutro;0;neutra;[];0;0;2025-05-20 17:22:15-03:00;574.3177777777778;574;False
Silveira Podrão operário padrão ops rimei 😍🐾🐾🐾;lolo_tres_chic;2025-06-10 14:09:28+00:00;[];0;DJ5J9TCJBVJ;lolo_tres_chic;2025-06-10 11:09:28-03:00;6;False;False;neutro;0;neutra;[];0;0;2025-05-20 17:22:15-03:00;497.78694444444443;497;False
❤️❤️❤️❤️😍😍😍;carlaveiga5;2025-06-10 12:24:23+00:00;[];0;DJ5J9TCJBVJ;carlaveiga5;2025-06-10 09:24:23-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-20 17:22:15-03:00;496.03555555555556;496;False
Amado;geanefedrigo;2025-06-01 23:53:09+00:00;[];0;DJ5J9TCJBVJ;geanefedrigo;2025-06-01 20:53:09-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-20 17:22:15-03:00;291.515;291;False
Votarei na Chapa que manterá o @silveirapodrao como pró-reitor!!;ninadalmaso;2025-05-21 18:35:17+00:00;[];0;DJ630KnRcyp;ninadalmaso;2025-05-21 15:35:17-03:00;10;True;True;neutro;0;neutra;[];0;0;2025-05-21 12:00:00-03:00;3.5880555555555556;3;False
👏👏👏;proficiencia.ufj;2025-06-04 01:55:42+00:00;[];0;DJ6unk6RCfx;proficiencia.ufj;2025-06-03 22:55:42-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 10:40:33-03:00;324.2525;324;True
Realmente ele sabe que vc quer chegar;igorxpreto;2025-07-20 16:28:57+00:00;[];0;DJ7jekBJKgG;igorxpreto;2025-07-20 13:28:57-03:00;7;True;False;neutro;0;duvida;[];0;0;2025-05-21 18:30:16-03:00;1434.9780555555556;1434;False
"A cara dele ""esse cara é chato mano"" 😂😍";elisangelapessoa46;2025-07-03 23:03:52+00:00;[];0;DJ7jekBJKgG;elisangelapessoa46;2025-07-03 20:03:52-03:00;8;True;False;negativo;-1;neutra;[];0;0;2025-05-21 18:30:16-03:00;1033.56;1033;False
Isso ficou muito bom👏😂;deboraberly;2025-06-04 03:53:11+00:00;[];0;DJ7jekBJKgG;deboraberly;2025-06-04 00:53:11-03:00;4;False;False;positivo;1;neutra;[];0;0;2025-05-21 18:30:16-03:00;318.38194444444446;318;False
😂😍❤️;elen.mendonca.silva;2025-06-03 02:51:43+00:00;[];0;DJ7jekBJKgG;elen.mendonca.silva;2025-06-02 23:51:43-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 18:30:16-03:00;293.3575;293;False
Quantos kilos ele pesa?;alinedalcimdossantos;2025-06-01 23:09:48+00:00;[];0;DJ7jekBJKgG;alinedalcimdossantos;2025-06-01 20:09:48-03:00;4;False;True;neutro;0;duvida;[];0;0;2025-05-21 18:30:16-03:00;265.6588888888889;265;False
@indy_ces 👏👏;ateliefogo;2025-07-19 17:45:08+00:00;[];0;DJ7jekBJKgG;ateliefogo;2025-07-19 14:45:08-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-21 18:30:16-03:00;1412.2477777777779;1412;False
"A @luizi.jovasque defendeu a pouco sua dissertação de mestrado no @poscomufsm sobre ""A cultura extensionista e o reconhecimento nacional das revistas científicas nacionais de extensão"". Recomendo a leitura! Ela faz uma retrospectiva cronologica da história da extensão, além de ter realizado entrevistas com pesquisadores de extensão, com dados riquíssimos!";biancamanfrin;2025-05-22 16:54:19+00:00;[];1;DJ7XmcexhRk;biancamanfrin;2025-05-22 13:54:19-03:00;50;True;False;neutro;0;neutra;[];0;0;2025-05-21 16:38:40-03:00;21.260833333333334;21;False
Tomara que isso não retroceda. Ter feito meu estágio em uma comunidade da reciclagem aos trancos e barrancos e realizado a produção artística do meu TCC na mesma foi um sopro coletivo . A extensão precisa soprar nos acadêmicos esse muco de existência coletiva na contemporaneidade, é vital. Ter levado a banca do TCC na reciclagem foi outro mover coletivo. Lá éramos todos, todas e todes protagonistas, principalmente a comunidade que acolheu o estágio e a produção artística. O olhar coletivo precisa andar junto, desde toda graduação, sem hierarquia, horizontal. Aí sim, a extensão pode se tornar realmente coletiva. Só parecer não basta mais!;cris54687;2025-05-22 11:14:57+00:00;[];3;DJ7XmcexhRk;cris54687;2025-05-22 08:14:57-03:00;103;True;False;neutro;0;neutra;[];0;0;2025-05-21 16:38:40-03:00;15.604722222222222;15;False
❤️👏👏👏;joseluzardocruzbrum;2025-05-22 10:14:18+00:00;[];0;DJ7XmcexhRk;joseluzardocruzbrum;2025-05-22 07:14:18-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 16:38:40-03:00;14.59388888888889;14;False
❤️ tá lindo!;jacielesell;2025-05-22 03:03:13+00:00;[];0;DJ7XmcexhRk;jacielesell;2025-05-22 00:03:13-03:00;2;False;False;positivo;1;entusiasmo;[];0;0;2025-05-21 16:38:40-03:00;7.409166666666667;7;False
👏👏👏🔥🔥🔥;yasmeirlles;2025-05-22 00:47:48+00:00;[];0;DJ7XmcexhRk;yasmeirlles;2025-05-21 21:47:48-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 16:38:40-03:00;5.152222222222222;5;False
👏👏👏;livschrm;2025-05-21 19:48:57+00:00;[];0;DJ7XmcexhRk;livschrm;2025-05-21 16:48:57-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 16:38:40-03:00;0.1713888888888889;0;False
👏👏;odouglasjardim;2025-05-21 19:45:54+00:00;[];0;DJ7XmcexhRk;odouglasjardim;2025-05-21 16:45:54-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 16:38:40-03:00;0.12055555555555555;0;False
